mean_total_return,w_HOLD+Galaxis+EURO+Abszolút+Hozamú+Alapok+Alapja,w_HOLD+Hozamkereső+Európai+Származtatott+Részvény+Befektetési+Alap,w_HOLD+Kötvény+Befektetési+Alap,w_HOLD+Közép-európai+Részvény+Befektetési+Alap,w_HOLD+Nemzetközi+Részvény+Alapok+Alapja+A+sorozat,w_HOLD+Orion+Abszolút+Hozamú+Származtatott+Befektetési+Alap+B+sorozat+EUR,w_HOLD+Részvény+Befektetési+Alap+A+sorozat+HUF,w_HOLD+Részvény+Befektetési+Alap+B+sorozat+EUR,w_HOLD+Rövid+Futamidejű+Kötvény+Befektetési+Alap,w_HOLD+Széf+USD+Abszolút+Hozamú+Befektetési+Alap,w_HOLD+VM+Abszolút+Hozamú+Származtatott+Befektetési+Alap+C+sorozat,w_HOLD+VM+EURO+Abszolút+Hozamú+Alapok+Alapja,w_Palomar+Abszolút+Hozamú+Származtatott+Befektetési+Alap+A+sorozat+HUF,w_Palomar+Abszolút+Hozamú+Származtatott+Befektetési+Alap+B+sorozat+EUR,w_Palomar+Abszolút+Hozamú+Származtatott+Befektetési+Alap+C+sorozat+USD,w_Platina+Delta+Abszolút+Hozamú+Származtatott+Befektetési+Alap+E+sorozat+EUR,w_Platina+Delta+Abszolút+Hozamú+Származtatott+Befektetési+Alap+X+sorozat+HUF,w_Superposition+Abszolút+Hozamú+Származtatott+Befektetési+Alap+A+sorozat,w_Superposition+Abszolút+Hozamú+Származtatott+Befektetési+Alap+D+sorozat+EUR
0.15340109169483185,0.021358423011239826,0.00831187826248695,0.0259801703177913,0.1277922494103196,0.09473754858834489,0.015144298806909358,0.2668718574169772,0.04409252535927088,0.02712395950884322,0.025541068170704406,0.035722981747454745,0.036461420528997125,0.02205745996348268,0.03608106852485893,0.014989587461245521,0.06261933938443001,0.09455190142058507,0.0011255879262526507,0.03943667418980579
0.1533278077840805,0.01817176083610144,0.02931916248303556,0.010969172745927533,0.15259001374474115,0.0984351616164091,0.04402410824546977,0.21356047551113855,0.03163115212277718,0.04028274647360223,0.05360612059932439,0.044183727584257516,0.04704404962874634,0.004806142011420935,0.058646697124941374,0.04621525750058569,0.010059653143905426,0.039944806712070346,0.05361904045006457,0.0028907514654807616
0.15083765983581543,0.012210179240933549,0.015635913253124342,0.031004291493807425,0.29515018143534055,0.05721140487163037,0.05965154868232148,0.036632077929321154,0.08791193329780443,0.0483333213884358,0.009819126887308424,0.02051480699921062,0.07485056987612843,0.029690199296184945,0.03175975040747377,0.013770057127411566,0.0457069327248526,0.040353335176977145,0.006557533532618219,0.08323683637911534
0.14920896291732788,0.08898125231874725,0.021107704467990648,0.012531626346572247,0.012780607433884275,0.12227055889933885,0.07423659195731175,0.2704533139014974,0.05037494313937435,0.045956738251074845,0.039924384446349936,0.0002232963289824635,0.0013915649239206076,0.0085835322665255,0.006035345464726459,0.051946797983969756,0.002761619188226634,0.006961279998954346,0.14783467282916818,0.035644169853384526
0.1490483582019806,0.004454177823315692,0.05356290793430062,0.041370713006144894,0.1178026137359842,0.17885529101134692,0.19997198593857204,0.02048239650016102,0.05205858747375154,0.05449091897927838,0.04321431794459975,0.03923696497068211,0.0037770982800829247,0.05698020316867985,0.019584345460787505,0.08937896756161304,0.0038708351106900743,0.0048923607931700705,0.0003324617068069975,0.015682852600032472
0.1490313857793808,0.06562030058582322,0.005946782682350906,0.09453419634023331,0.07674884795175861,0.10060079852227494,0.1753966256226989,0.1485505403471526,0.011276721543796647,0.10253320578327399,0.003794547383373588,0.02384051119727802,0.023166765443460864,0.006771604994634872,0.038387954820133414,0.058415035547528575,0.012233612041354485,0.02448353686000953,0.0018990525897787497,0.02579935974308492
0.14850527048110962,0.06619800607633941,0.06518552266191768,0.037072259900579566,0.1262632071604599,0.06808430970270592,0.06638047207471812,0.1905615817088027,0.05137572204629218,0.06139547451358903,0.0253152565837957,0.08132356310229302,0.011400204393616982,0.019867867436175166,0.02703557914087615,0.02564017718425719,0.04870172556242799,0.011161046590771741,0.015964854613028687,0.001073169547352645
0.14847393333911896,0.015968318420412693,0.0029316678175211955,0.031596495187556445,0.2531794747736107,0.042640770665638435,0.1332478821721413,0.028991640254523915,0.06676722825826661,0.08702824109749882,0.00706732034492608,0.010669091179841552,0.05805878955741897,0.028803985149997418,0.05247144530228861,0.004285214021145997,0.01737940184588486,0.015990887463533325,0.11085097050857848,0.03207117597921467
0.14800654351711273,0.04794856353445142,0.01195329364644202,0.0065680776653062175,0.10000111189912454,0.005471920687623721,0.4371704785578352,0.017570331361314067,0.0015237410325499065,0.048016530277606044,0.006036447213686019,0.019229165072489094,0.06606257085348316,0.060980021161503306,0.02047685525150845,0.04100878837545462,0.04043742466376689,0.0011533112526204597,0.02618812948547811,0.04220323800775663
0.1479227989912033,0.037013903738458656,0.09844642019496774,0.019854673221236425,0.20889966535543364,0.003743141551284621,0.0172758293500795,0.20513395883662708,0.05694635239351946,0.033116285253102104,0.007123814767932243,0.1315570522929219,0.017264647295212848,0.018786637992212588,0.013270406498863657,0.026609176214021448,0.00660687471335013,0.036486247846009054,0.010536847112895523,0.05132806537187167
